Owner,Repo,GHSA ID,CVE ID,Severity,CWEs,Description,References,Commit Link Numbers,Commit Links
django,django,GHSA-6wcr-wcqm-3mfh,CVE-2015-8213,medium,CWE-200,"The get_format function in `utils/formats.py` in Django before 1.7.x before 1.7.11, 1.8.x before 1.8.7, and 1.9.x before 1.9rc2 might allow remote attackers to obtain sensitive application secrets via a settings key in place of a date/time format setting, as demonstrated by `SECRET_KEY`.","['https://nvd.nist.gov/vuln/detail/CVE-2015-8213', 'https://github.com/django/django/commit/316bc3fc9437c5960c24baceb93c73f1939711e4', 'http://lists.fedoraproject.org/pipermail/package-announce/2015-December/173375.html', 'http://lists.fedoraproject.org/pipermail/package-announce/2015-December/174770.html', 'http://lists.opensuse.org/opensuse-updates/2015-12/msg00014.html', 'http://lists.opensuse.org/opensuse-updates/2015-12/msg00017.html', 'http://rhn.redhat.com/errata/RHSA-2016-0129.html', 'http://rhn.redhat.com/errata/RHSA-2016-0156.html', 'http://rhn.redhat.com/errata/RHSA-2016-0157.html', 'http://rhn.redhat.com/errata/RHSA-2016-0158.html', 'http://www.debian.org/security/2015/dsa-3404', 'http://www.securityfocus.com/bid/77750', 'http://www.securitytracker.com/id/1034237', 'http://www.ubuntu.com/usn/USN-2816-1', 'https://github.com/django/django/commit/3ebbda0aef9e7a90ac6208bb8f9bc21228e2c7da', 'https://github.com/django/django/commit/8a01c6b53169ee079cb21ac5919fdafcc8c5e172', 'https://github.com/django/django/commit/9f83fc2f66f5a0bac7c291aec55df66050bb6991', 'https://www.djangoproject.com/weblog/2015/nov/24/security-releases-issued', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2015-11.yaml', 'https://github.com/advisories/GHSA-6wcr-wcqm-3mfh']",4,"['https://github.com/django/django/commit/316bc3fc9437c5960c24baceb93c73f1939711e4', 'https://github.com/django/django/commit/3ebbda0aef9e7a90ac6208bb8f9bc21228e2c7da', 'https://github.com/django/django/commit/8a01c6b53169ee079cb21ac5919fdafcc8c5e172', 'https://github.com/django/django/commit/9f83fc2f66f5a0bac7c291aec55df66050bb6991']"
django,django,GHSA-7qfw-j7hp-v45g,CVE-2015-0219,medium,CWE-290,"Django before 1.4.18, 1.6.x before 1.6.10, and 1.7.x before 1.7.3 allows remote attackers to spoof WSGI headers by using an `_` (underscore) character instead of a `-` (dash) character in an HTTP header, as demonstrated by an `X-Auth_User` header.","['https://nvd.nist.gov/vuln/detail/CVE-2015-0219', 'http://advisories.mageia.org/MGASA-2015-0026.html', 'http://lists.fedoraproject.org/pipermail/package-announce/2015-January/148485.html', 'http://lists.fedoraproject.org/pipermail/package-announce/2015-January/148608.html', 'http://lists.fedoraproject.org/pipermail/package-announce/2015-January/148696.html', 'http://lists.opensuse.org/opensuse-updates/2015-04/msg00001.html', 'http://lists.opensuse.org/opensuse-updates/2015-09/msg00035.html', 'http://www.ubuntu.com/usn/USN-2469-1', 'https://github.com/django/django/commit/41b4bc73ee0da7b2e09f4af47fc1fd21144c710f', 'https://github.com/django/django/commit/4f6fffc1dc429f1ad428ecf8e6620739e8837450', 'https://github.com/django/django/commit/d7597b31d5c03106eeba4be14a33b32a5e25f4ee', 'https://github.com/django/daphne/blob/e49c39a4e5fac8ec170dd653641a9e90844fd3f1/daphne/http_protocol.py#L151', 'https://web.archive.org/web/20150128111656/http://secunia.com/advisories/62285', 'https://web.archive.org/web/20150128111656/http://secunia.com/advisories/62309', 'https://web.archive.org/web/20150523054951/http://www.mandriva.com/en/support/security/advisories/advisory/MDVSA-2015:109/?name=MDVSA-2015:109', 'https://web.archive.org/web/20150523054953/http://www.mandriva.com/en/support/security/advisories/advisory/MDVSA-2015:036/?name=MDVSA-2015:036', 'https://web.archive.org/web/20151104201446/http://secunia.com/advisories/62718', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2015-4.yaml', 'https://www.djangoproject.com/weblog/2015/jan/13/security', 'https://github.com/advisories/GHSA-7qfw-j7hp-v45g']",3,"['https://github.com/django/django/commit/41b4bc73ee0da7b2e09f4af47fc1fd21144c710f', 'https://github.com/django/django/commit/4f6fffc1dc429f1ad428ecf8e6620739e8837450', 'https://github.com/django/django/commit/d7597b31d5c03106eeba4be14a33b32a5e25f4ee']"
django,django,GHSA-jhjg-w2cp-5j44,CVE-2015-0221,high,CWE-400,"The `django.views.static.serve` view in Django before 1.4.18, 1.6.x before 1.6.10, and 1.7.x before 1.7.3 reads files an entire line at a time, which allows remote attackers to cause a denial of service (memory consumption) via a long line in a file.","['https://nvd.nist.gov/vuln/detail/CVE-2015-0221', 'http://advisories.mageia.org/MGASA-2015-0026.html', 'http://lists.fedoraproject.org/pipermail/package-announce/2015-January/148485.html', 'http://lists.fedoraproject.org/pipermail/package-announce/2015-January/148608.html', 'http://lists.fedoraproject.org/pipermail/package-announce/2015-January/148696.html', 'http://lists.opensuse.org/opensuse-updates/2015-04/msg00001.html', 'http://lists.opensuse.org/opensuse-updates/2015-09/msg00035.html', 'http://ubuntu.com/usn/usn-2469-1', 'https://github.com/django/django/commit/553779c4055e8742cc832ed525b9ee34b174934f', 'https://github.com/django/django/commit/818e59a3f0fbadf6c447754d202d88df025f8f2a', 'https://github.com/django/django/commit/d020da6646c5142bc092247d218a3d1ce3e993f7', 'https://github.com/django/django/blob/9b9c805cedb08621bd5dc58a01a6478eb7cc49a9/docs/releases/1.4.18.txt#L48C1-L49C1', 'https://web.archive.org/web/20150128111656/http://secunia.com/advisories/62285', 'https://web.archive.org/web/20150128111656/http://secunia.com/advisories/62309', 'https://web.archive.org/web/20150523054951/http://www.mandriva.com/en/support/security/advisories/advisory/MDVSA-2015:109/?name=MDVSA-2015:109', 'https://web.archive.org/web/20150523054953/http://www.mandriva.com/en/support/security/advisories/advisory/MDVSA-2015:036/?name=MDVSA-2015:036', 'https://web.archive.org/web/20151104201446/http://secunia.com/advisories/62718', 'https://www.djangoproject.com/weblog/2015/jan/13/security', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2015-6.yaml', 'https://github.com/advisories/GHSA-jhjg-w2cp-5j44']",3,"['https://github.com/django/django/commit/553779c4055e8742cc832ed525b9ee34b174934f', 'https://github.com/django/django/commit/818e59a3f0fbadf6c447754d202d88df025f8f2a', 'https://github.com/django/django/commit/d020da6646c5142bc092247d218a3d1ce3e993f7']"
django,django,GHSA-6g95-x6cj-mg4v,CVE-2015-0222,high,CWE-770,"ModelMultipleChoiceField in Django 1.6.x before 1.6.10 and 1.7.x before 1.7.3, when show_hidden_initial is set to True, allows remote attackers to cause a denial of service by submitting duplicate values, which triggers a large number of SQL queries.","['https://nvd.nist.gov/vuln/detail/CVE-2015-0222', 'http://advisories.mageia.org/MGASA-2015-0026.html', 'http://lists.fedoraproject.org/pipermail/package-announce/2015-January/148485.html', 'http://lists.fedoraproject.org/pipermail/package-announce/2015-January/148608.html', 'http://lists.fedoraproject.org/pipermail/package-announce/2015-January/148696.html', 'http://lists.opensuse.org/opensuse-updates/2015-04/msg00001.html', 'http://lists.opensuse.org/opensuse-updates/2015-09/msg00035.html', 'http://ubuntu.com/usn/usn-2469-1', 'http://www.mandriva.com/security/advisories?name=MDVSA-2015:109', 'https://web.archive.org/web/20161201073154/http://secunia.com/advisories/62285', 'https://web.archive.org/web/20161201073337/http://secunia.com/advisories/62309', 'https://www.djangoproject.com/weblog/2015/jan/13/security', 'https://github.com/django/django/commit/bcfb47780ce7caecb409a9e9c1c314266e41d392', 'https://github.com/django/django/commit/d7a06ee7e571b6dad07c0f5b519b1db02e2a476c', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2015-7.yaml', 'https://github.com/advisories/GHSA-6g95-x6cj-mg4v']",2,"['https://github.com/django/django/commit/bcfb47780ce7caecb409a9e9c1c314266e41d392', 'https://github.com/django/django/commit/d7a06ee7e571b6dad07c0f5b519b1db02e2a476c']"
django,django,GHSA-gv98-g628-m9x5,CVE-2015-0220,medium,CWE-79,"The `django.util.http.is_safe_url` function in Django before 1.4.18, 1.6.x before 1.6.10, and 1.7.x before 1.7.3 does not properly handle leading whitespaces, which allows remote attackers to conduct cross-site scripting (XSS) attacks via a crafted URL, related to redirect URLs, as demonstrated by a `\njavascript:` URL.","['https://nvd.nist.gov/vuln/detail/CVE-2015-0220', 'http://lists.fedoraproject.org/pipermail/package-announce/2015-January/148485.html', 'http://lists.fedoraproject.org/pipermail/package-announce/2015-January/148608.html', 'http://lists.opensuse.org/opensuse-updates/2015-04/msg00001.html', 'http://lists.opensuse.org/opensuse-updates/2015-09/msg00035.html', 'http://ubuntu.com/usn/usn-2469-1', 'https://github.com/django/django/commit/4c241f1b710da6419d9dca160e80b23b82db7758', 'https://github.com/django/django/commit/72e0b033662faa11bb7f516f18a132728aa0ae28', 'https://github.com/django/django/commit/de67dedc771ad2edec15c1d00c083a1a084e1e89', 'https://github.com/django/django/blob/4555a823fd57e261e1b19c778429473256c8ea08/docs/releases/1.4.18.txt#L34-L46', 'https://web.archive.org/web/20150128111656/http://secunia.com/advisories/62285', 'https://web.archive.org/web/20150523054951/http://www.mandriva.com/en/support/security/advisories/advisory/MDVSA-2015:109/?name=MDVSA-2015:109', 'https://web.archive.org/web/20150523054953/http://www.mandriva.com/en/support/security/advisories/advisory/MDVSA-2015:036/?name=MDVSA-2015:036', 'https://web.archive.org/web/20151104201446/http://secunia.com/advisories/62718', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2015-5.yaml', 'https://www.djangoproject.com/weblog/2015/jan/13/security', 'https://github.com/advisories/GHSA-gv98-g628-m9x5']",3,"['https://github.com/django/django/commit/4c241f1b710da6419d9dca160e80b23b82db7758', 'https://github.com/django/django/commit/72e0b033662faa11bb7f516f18a132728aa0ae28', 'https://github.com/django/django/commit/de67dedc771ad2edec15c1d00c083a1a084e1e89']"
django,django,GHSA-x38m-486c-2wr9,CVE-2015-5964,medium,N/A,"The (1) `contrib.sessions.backends.base.SessionBase.flush` and (2) `cache_db.SessionStore.flush` functions in Django 1.7.x before 1.7.10, 1.4.x before 1.4.22, and possibly other versions create empty sessions in certain circumstances, which allows remote attackers to cause a denial of service (session store consumption) via unspecified vectors.","['https://nvd.nist.gov/vuln/detail/CVE-2015-5964', 'http://lists.fedoraproject.org/pipermail/package-announce/2015-November/172084.html', 'http://rhn.redhat.com/errata/RHSA-2015-1766.html', 'http://rhn.redhat.com/errata/RHSA-2015-1767.html', 'http://rhn.redhat.com/errata/RHSA-2015-1894.html', 'http://www.debian.org/security/2015/dsa-3338', 'http://www.oracle.com/technetwork/topics/security/bulletinoct2015-2511968.html', 'http://www.ubuntu.com/usn/USN-2720-1', 'https://web.archive.org/web/20200228051814/http://www.securityfocus.com/bid/76440', 'https://www.djangoproject.com/weblog/2015/aug/18/security-releases', 'https://github.com/django/django/commit/2f5485346ee6f84b4e52068c04e043092daf55f7', 'https://github.com/django/django/commit/575f59f9bc7c59a5e41a081d1f5f55fc859c5012', 'https://github.com/django/django/commit/8cc41ce7a7a8f6bebfdd89d5ab276cd0109f4fc5', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2015-23.yaml', 'https://web.archive.org/web/20150906124157/http://www.securityfocus.com/bid/76440', 'https://web.archive.org/web/20150923161048/http://www.securitytracker.com/id/1033318', 'https://github.com/advisories/GHSA-x38m-486c-2wr9']",3,"['https://github.com/django/django/commit/2f5485346ee6f84b4e52068c04e043092daf55f7', 'https://github.com/django/django/commit/575f59f9bc7c59a5e41a081d1f5f55fc859c5012', 'https://github.com/django/django/commit/8cc41ce7a7a8f6bebfdd89d5ab276cd0109f4fc5']"
django,django,GHSA-rvq6-mrpv-m6rm,CVE-2014-0472,critical,CWE-94,"The django.core.urlresolvers.reverse function in Django before 1.4.11, 1.5.x before 1.5.6, 1.6.x before 1.6.3, and 1.7.x before 1.7 beta 2 allows remote attackers to import and execute arbitrary Python modules by leveraging a view that constructs URLs using user input and a ""dotted Python path.""","['https://nvd.nist.gov/vuln/detail/CVE-2014-0472', 'http://lists.opensuse.org/opensuse-updates/2014-09/msg00023.html', 'http://rhn.redhat.com/errata/RHSA-2014-0456.html', 'http://rhn.redhat.com/errata/RHSA-2014-0457.html', 'http://www.debian.org/security/2014/dsa-2934', 'http://www.ubuntu.com/usn/USN-2169-1', 'https://github.com/django/django/commit/2a5bcb69f42b84464b24b5c835dca6467b6aa7f1', 'https://github.com/django/django/commit/4352a50871e239ebcdf64eee6f0b88e714015c1b', 'https://github.com/django/django/commit/c1a8c420fe4b27fb2caf5e46d23b5712fc0ac535', 'https://www.djangoproject.com/weblog/2014/apr/21/security', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2014-1.yaml', 'https://github.com/advisories/GHSA-rvq6-mrpv-m6rm']",3,"['https://github.com/django/django/commit/2a5bcb69f42b84464b24b5c835dca6467b6aa7f1', 'https://github.com/django/django/commit/4352a50871e239ebcdf64eee6f0b88e714015c1b', 'https://github.com/django/django/commit/c1a8c420fe4b27fb2caf5e46d23b5712fc0ac535']"
django,django,GHSA-89hj-xfx5-7q66,CVE-2014-0473,high,CWE-200,"The caching framework in Django before 1.4.11, 1.5.x before 1.5.6, 1.6.x before 1.6.3, and 1.7.x before 1.7 beta 2 reuses a cached CSRF token for all anonymous users, which allows remote attackers to bypass CSRF protections by reading the CSRF cookie for anonymous users.","['https://nvd.nist.gov/vuln/detail/CVE-2014-0473', 'http://lists.opensuse.org/opensuse-updates/2014-09/msg00023.html', 'http://rhn.redhat.com/errata/RHSA-2014-0456.html', 'http://rhn.redhat.com/errata/RHSA-2014-0457.html', 'http://www.debian.org/security/2014/dsa-2934', 'http://www.ubuntu.com/usn/USN-2169-1', 'https://github.com/django/django/commit/1170f285ddd6a94a65f911a27788ba49ca08c0b0', 'https://github.com/django/django/commit/6872f42757d7ef6a97e0b6ec5db4d2615d8a2bd8', 'https://github.com/django/django/commit/d63e20942f3024f24cb8cd85a49461ba8a9b6736', 'https://www.djangoproject.com/weblog/2014/apr/21/security', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2014-2.yaml', 'https://github.com/advisories/GHSA-89hj-xfx5-7q66']",3,"['https://github.com/django/django/commit/1170f285ddd6a94a65f911a27788ba49ca08c0b0', 'https://github.com/django/django/commit/6872f42757d7ef6a97e0b6ec5db4d2615d8a2bd8', 'https://github.com/django/django/commit/d63e20942f3024f24cb8cd85a49461ba8a9b6736']"
django,django,GHSA-wqjj-hx84-v449,CVE-2014-0474,high,CWE-89,"The (1) FilePathField, (2) GenericIPAddressField, and (3) IPAddressField model field classes in Django before 1.4.11, 1.5.x before 1.5.6, 1.6.x before 1.6.3, and 1.7.x before 1.7 beta 2 do not properly perform type conversion, which allows remote attackers to have unspecified impact and vectors, related to ""MySQL typecasting.""","['https://nvd.nist.gov/vuln/detail/CVE-2014-0474', 'http://lists.opensuse.org/opensuse-updates/2014-09/msg00023.html', 'http://rhn.redhat.com/errata/RHSA-2014-0456.html', 'http://rhn.redhat.com/errata/RHSA-2014-0457.html', 'http://www.debian.org/security/2014/dsa-2934', 'http://www.ubuntu.com/usn/USN-2169-1', 'https://github.com/django/django/commit/5f0829a27e85d89ad8c433f5c6a7a7d17c9e9292', 'https://github.com/django/django/commit/985434fb1d6bf2335bf96c6ebf91c3674f1f399f', 'https://github.com/django/django/commit/aa80f498de6d687e613860933ac58433ab71ea4b', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2014-3.yaml', 'https://www.djangoproject.com/weblog/2014/apr/21/security', 'https://github.com/advisories/GHSA-wqjj-hx84-v449']",3,"['https://github.com/django/django/commit/5f0829a27e85d89ad8c433f5c6a7a7d17c9e9292', 'https://github.com/django/django/commit/985434fb1d6bf2335bf96c6ebf91c3674f1f399f', 'https://github.com/django/django/commit/aa80f498de6d687e613860933ac58433ab71ea4b']"
django,django,GHSA-q7q2-qf2q-rw3w,CVE-2014-1418,critical,CWE-349,"Django 1.4 before 1.4.13, 1.5 before 1.5.8, 1.6 before 1.6.5, and 1.7 before 1.7b4 does not properly include the (1) Vary: Cookie or (2) Cache-Control header in responses, which allows remote attackers to obtain sensitive information or poison the cache via a request from certain browsers.","['https://nvd.nist.gov/vuln/detail/CVE-2014-1418', 'http://lists.opensuse.org/opensuse-updates/2014-09/msg00023.html', 'http://www.debian.org/security/2014/dsa-2934', 'http://www.openwall.com/lists/oss-security/2014/05/14/10', 'http://www.openwall.com/lists/oss-security/2014/05/15/3', 'https://github.com/django/django/commit/1abcf3a808b35abae5d425ed4d44cb6e886dc769', 'https://github.com/django/django/commit/28e23306aa53bbbb8fb87db85f99d970b051026c', 'https://github.com/django/django/commit/4001ec8698f577b973c5a540801d8a0bbea1205b', 'https://www.djangoproject.com/weblog/2014/may/14/security-releases-issued', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2014-19.yaml', 'http://ubuntu.com/usn/usn-2212-1', 'https://github.com/advisories/GHSA-q7q2-qf2q-rw3w']",3,"['https://github.com/django/django/commit/1abcf3a808b35abae5d425ed4d44cb6e886dc769', 'https://github.com/django/django/commit/28e23306aa53bbbb8fb87db85f99d970b051026c', 'https://github.com/django/django/commit/4001ec8698f577b973c5a540801d8a0bbea1205b']"
django,django,GHSA-4894-5vqc-6r2r,CVE-2013-4249,medium,CWE-79,Cross-site scripting (XSS) vulnerability in the AdminURLFieldWidget widget in contrib/admin/widgets.py in Django 1.5.x before 1.5.2 and 1.6.x before 1.6 beta 2 allows remote attackers to inject arbitrary web script or HTML via a URLField.,"['https://nvd.nist.gov/vuln/detail/CVE-2013-4249', 'https://github.com/django/django/commit/90363e388c61874add3f3557ee654a996ec75d78', 'https://github.com/django/django/commit/cbe6d5568f4f5053ed7228ca3c3d0cce77cf9560', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/86438', 'https://www.djangoproject.com/weblog/2013/aug/13/security-releases-issued', 'http://seclists.org/oss-sec/2013/q3/369', 'http://seclists.org/oss-sec/2013/q3/411', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2013-19.yaml', 'https://web.archive.org/web/20201208180405/http://www.securitytracker.com/id/1028915', 'https://github.com/advisories/GHSA-4894-5vqc-6r2r']",2,"['https://github.com/django/django/commit/90363e388c61874add3f3557ee654a996ec75d78', 'https://github.com/django/django/commit/cbe6d5568f4f5053ed7228ca3c3d0cce77cf9560']"
django,django,GHSA-pw27-w7w4-9qc7,CVE-2016-2512,medium,CWE-79,"The `utils.http.is_safe_url function` in Django before 1.8.10 and 1.9.x before 1.9.3 allows remote attackers to redirect users to arbitrary web sites and conduct phishing attacks or possibly conduct cross-site scripting (XSS) attacks via a URL containing basic authentication, as demonstrated by `http://mysite.example.com\@attacker.com`.","['https://nvd.nist.gov/vuln/detail/CVE-2016-2512', 'https://github.com/django/django/commit/c5544d289233f501917e25970c03ed444abbd4f0', 'http://rhn.redhat.com/errata/RHSA-2016-0502.html', 'http://rhn.redhat.com/errata/RHSA-2016-0504.html', 'http://rhn.redhat.com/errata/RHSA-2016-0505.html', 'http://rhn.redhat.com/errata/RHSA-2016-0506.html', 'http://www.debian.org/security/2016/dsa-3544', 'http://www.oracle.com/technetwork/topics/security/bulletinapr2016-2952098.html', 'http://www.ubuntu.com/usn/USN-2915-1', 'http://www.ubuntu.com/usn/USN-2915-2', 'http://www.ubuntu.com/usn/USN-2915-3', 'https://web.archive.org/web/20210123090815/http://www.securityfocus.com/bid/83879', 'https://web.archive.org/web/20210413200202/http://www.securitytracker.com/id/1035152', 'https://github.com/django/django/commit/382ab137312961ad62feb8109d70a5a581fe8350', 'https://github.com/django/django/commit/fc6d147a63f89795dbcdecb0559256470fff4380', 'https://www.djangoproject.com/weblog/2016/mar/01/security-releases', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2016-15.yaml', 'https://github.com/advisories/GHSA-pw27-w7w4-9qc7']",3,"['https://github.com/django/django/commit/c5544d289233f501917e25970c03ed444abbd4f0', 'https://github.com/django/django/commit/382ab137312961ad62feb8109d70a5a581fe8350', 'https://github.com/django/django/commit/fc6d147a63f89795dbcdecb0559256470fff4380']"
django,django,GHSA-fp6p-5xvw-m74f,CVE-2016-2513,low,CWE-200,The password hasher in `contrib/auth/hashers.py` in Django before 1.8.10 and 1.9.x before 1.9.3 allows remote attackers to enumerate users via a timing attack involving login requests.,"['https://nvd.nist.gov/vuln/detail/CVE-2016-2513', 'https://github.com/django/django/commit/67b46ba7016da2d259c1ecc7d666d11f5e1cfaab', 'http://rhn.redhat.com/errata/RHSA-2016-0502.html', 'http://rhn.redhat.com/errata/RHSA-2016-0504.html', 'http://rhn.redhat.com/errata/RHSA-2016-0505.html', 'http://rhn.redhat.com/errata/RHSA-2016-0506.html', 'http://www.debian.org/security/2016/dsa-3544', 'http://www.oracle.com/technetwork/topics/security/bulletinapr2016-2952098.html', 'http://www.ubuntu.com/usn/USN-2915-1', 'http://www.ubuntu.com/usn/USN-2915-2', 'http://www.ubuntu.com/usn/USN-2915-3', 'https://web.archive.org/web/20160322001143/http://www.securitytracker.com/id/1035152', 'https://web.archive.org/web/20200228001222/http://www.securityfocus.com/bid/83878', 'https://github.com/django/django/commit/af7d09b0c5c6ab68e629fd9baf736f9dd203b18e', 'https://github.com/django/django/commit/f4e6e02f7713a6924d16540be279909ff4091eb6', 'https://www.djangoproject.com/weblog/2016/mar/01/security-releases', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2016-16.yaml', 'https://github.com/advisories/GHSA-fp6p-5xvw-m74f']",3,"['https://github.com/django/django/commit/67b46ba7016da2d259c1ecc7d666d11f5e1cfaab', 'https://github.com/django/django/commit/af7d09b0c5c6ab68e629fd9baf736f9dd203b18e', 'https://github.com/django/django/commit/f4e6e02f7713a6924d16540be279909ff4091eb6']"
django,django,GHSA-q5qw-4364-5hhm,CVE-2015-5144,high,CWE-20,"Django before 1.4.21, 1.5.x through 1.6.x, 1.7.x before 1.7.9, and 1.8.x before 1.8.3 uses an incorrect regular expression, which allows remote attackers to inject arbitrary headers and conduct HTTP response splitting attacks via a newline character in an (1) email message to the EmailValidator, a (2) URL to the URLValidator, or unspecified vectors to the (3) validate_ipv4_address or (4) validate_slug validator.","['https://nvd.nist.gov/vuln/detail/CVE-2015-5144', 'https://security.gentoo.org/glsa/201510-06', 'http://lists.fedoraproject.org/pipermail/package-announce/2015-November/172084.html', 'http://lists.opensuse.org/opensuse-updates/2015-10/msg00043.html', 'http://lists.opensuse.org/opensuse-updates/2015-10/msg00046.html', 'http://www.debian.org/security/2015/dsa-3305', 'http://www.oracle.com/technetwork/topics/security/bulletinoct2015-2511968.html', 'http://www.ubuntu.com/usn/USN-2671-1', 'https://github.com/django/django/commit/1ba1cdce7d58e6740fe51955d945b56ae51d072a', 'https://github.com/django/django/commit/574dd5e0b0fbb877ae5827b1603d298edc9bb2a0', 'https://github.com/django/django/commit/ae49b4d994656bc037513dcd064cb9ce5bb85649', 'https://github.com/django/django/blob/4555a823fd57e261e1b19c778429473256c8ea08/docs/releases/1.4.21.txt#L30-L54', 'https://web.archive.org/web/20150924150801/http://www.securitytracker.com/id/1032820', 'https://web.archive.org/web/20200228050526/http://www.securityfocus.com/bid/75665', 'https://github.com/django/django/commit/8f9a4d3a2bc42f14bb437defd30c7315adbff22c', 'https://www.djangoproject.com/weblog/2015/jul/08/security-releases', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2015-10.yaml', 'https://github.com/advisories/GHSA-q5qw-4364-5hhm']",4,"['https://github.com/django/django/commit/1ba1cdce7d58e6740fe51955d945b56ae51d072a', 'https://github.com/django/django/commit/574dd5e0b0fbb877ae5827b1603d298edc9bb2a0', 'https://github.com/django/django/commit/ae49b4d994656bc037513dcd064cb9ce5bb85649', 'https://github.com/django/django/commit/8f9a4d3a2bc42f14bb437defd30c7315adbff22c']"
django,django,GHSA-cqf7-ff9h-7967,CVE-2015-5145,high,"CWE-400, CWE-1333",`validators.URLValidator` in Django 1.8.x before 1.8.3 allows remote attackers to cause a denial of service (CPU consumption) via unspecified vectors.,"['https://nvd.nist.gov/vuln/detail/CVE-2015-5145', 'https://security.gentoo.org/glsa/201510-06', 'https://github.com/django/django/commit/8f9a4d3a2bc42f14bb437defd30c7315adbff22c', 'https://github.com/django/django/blob/4555a823fd57e261e1b19c778429473256c8ea08/docs/releases/1.8.3.txt#L63-L68', 'https://web.archive.org/web/20150924150801/http://www.securitytracker.com/id/1032820', 'https://web.archive.org/web/20170526042302/http://www.securityfocus.com/bid/75691', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2015-21.yaml', 'https://www.djangoproject.com/weblog/2015/jul/08/security-releases', 'https://github.com/advisories/GHSA-cqf7-ff9h-7967']",1,['https://github.com/django/django/commit/8f9a4d3a2bc42f14bb437defd30c7315adbff22c']
django,django,GHSA-pgxh-wfw4-jx2v,CVE-2015-5963,medium,CWE-770,"`contrib.sessions.middleware.SessionMiddleware` in Django 1.8.x before 1.8.4, 1.7.x before 1.7.10, 1.4.x before 1.4.22, and possibly other versions allows remote attackers to cause a denial of service (session store consumption or session record removal) via a large number of requests to `contrib.auth.views.logout`, which triggers the creation of an empty session record.","['https://nvd.nist.gov/vuln/detail/CVE-2015-5963', 'https://access.redhat.com/errata/RHSA-2015:1876', 'http://lists.fedoraproject.org/pipermail/package-announce/2015-November/172084.html', 'http://lists.opensuse.org/opensuse-updates/2015-09/msg00026.html', 'http://lists.opensuse.org/opensuse-updates/2015-09/msg00035.html', 'http://rhn.redhat.com/errata/RHSA-2015-1766.html', 'http://rhn.redhat.com/errata/RHSA-2015-1767.html', 'http://rhn.redhat.com/errata/RHSA-2015-1894.html', 'http://www.debian.org/security/2015/dsa-3338', 'http://www.oracle.com/technetwork/topics/security/bulletinoct2015-2511968.html', 'http://www.ubuntu.com/usn/USN-2720-1', 'https://github.com/django/django/commit/2f5485346ee6f84b4e52068c04e043092daf55f7', 'https://github.com/django/django/commit/575f59f9bc7c59a5e41a081d1f5f55fc859c5012', 'https://github.com/django/django/commit/8cc41ce7a7a8f6bebfdd89d5ab276cd0109f4fc5', 'https://github.com/django/django/blob/4555a823fd57e261e1b19c778429473256c8ea08/docs/releases/1.8.4.txt#L9-L21', 'https://web.archive.org/web/20150904151934/http://www.securitytracker.com/id/1033318', 'https://web.archive.org/web/20200228050526/http://www.securityfocus.com/bid/76428', 'https://github.com/django/django/commit/2eb86b01d7b59be06076f6179a454d0fd0afaff6', 'https://www.djangoproject.com/weblog/2015/aug/18/security-releases', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2015-22.yaml', 'https://github.com/advisories/GHSA-pgxh-wfw4-jx2v']",4,"['https://github.com/django/django/commit/2f5485346ee6f84b4e52068c04e043092daf55f7', 'https://github.com/django/django/commit/575f59f9bc7c59a5e41a081d1f5f55fc859c5012', 'https://github.com/django/django/commit/8cc41ce7a7a8f6bebfdd89d5ab276cd0109f4fc5', 'https://github.com/django/django/commit/2eb86b01d7b59be06076f6179a454d0fd0afaff6']"
